,SK_ID_CURR,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,YEARS_BEGINEXPLUATATION_MEDI,COMMONAREA_MEDI,ENTRANCES_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,CODE_GENDER_F,CODE_GENDER_M,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Single / not married,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_Laborers,WEEKDAY_APPR_PROCESS_START_SATURDAY,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Security Ministries,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Transport: type 3,ORGANIZATION_TYPE_Transport: type 4,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,TARGET,NAME_FAMILY_STATUS,CODE_GENDER
11867,111576,Cash loans,Y,Y,0,247500.0,1467612.0,58203.0,1350000.0,0.016612,22237,-1812.0,-1600.0,-4645,6.0,0,2.0,2,13,0,,0.6237249820133042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-598.0,1,,,,,,,,,,,,,,,,,,11.0,27803.86363636364,245724.95454545453,281123.5909090909,0.0,245724.95454545453,14.0,1.0,0.0,-785.0909090909091,1.0,13.636363636363637,365243.0,121147.83333333331,60487.83333333334,121252.83333333331,121257.0,0.8333333333333334,-20.0,0.0,105810.8108108108,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.25,3.75,-817.25,-829.6875,79193.9596875,77602.48265625,5.929745454545454,0.2351636363636363,0.0396583020580371,-0.0814858119350631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,F
11870,110239,Cash loans,Y,Y,0,202500.0,409500.0,29929.5,409500.0,0.018209,12647,-816.0,-6787.0,-4757,12.0,0,1.0,3,10,0,0.3010345020841193,0.5041784944896781,0.6279908192952864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2742.0,1,0.0,0.0,1.0,3.0,6.0,-1510.333333333333,-465.83333333333326,-1152.0,,0.0,355947.75,64567.8,0.0,0.0,-764.8333333333335,8682.0,-24.66666666666667,4.0,13950.607500000002,41072.625,44253.0,0.0,82145.25,14.25,1.0,0.0,-897.75,183.5,9.0,365243.0,181266.0,-1114.5,181431.0,181434.0,0.5,,,,,,,,,,,,,,,,,,,1.0,6.5,-2546.0,-2553.9166666666665,7833.716250000001,7833.716250000001,2.0222222222222217,0.1478,0.073087912087912,-0.0645212303313038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,M
11888,104430,Cash loans,Y,Y,0,135000.0,324000.0,29713.5,324000.0,0.028663,15685,-247.0,-1143.0,-4465,5.0,0,1.0,2,12,0,0.370336178820991,0.6111846903193855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,14.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,5.0,21544.965,90900.0,101699.1,,454500.0,11.2,1.0,,-378.8,-1.0,36.0,365243.0,-421.0,629.0,365243.0,365243.0,1.0,,,,,,,,,,,,,,,,,,,1.0,7.5,-226.0,-237.42857142857144,21544.965,21544.965,2.4,0.2201,0.0917083333333333,-0.0157475294867708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,M
11927,102512,Revolving loans,Y,Y,0,112500.0,135000.0,6750.0,202500.0,0.019101,13033,-1108.0,-1675.0,-4613,10.0,0,2.0,2,11,0,0.1716185202736639,0.5784010002069471,0.7309873696832169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-355.0,0,0.0,0.0,0.0,4.0,3.0,-1365.0,-772.0,-922.0,0.0,0.0,83085.0,0.0,8034.39,0.0,-636.0,,,6.0,17837.579999999998,100928.67,116793.75,3677.76,201857.34,12.666666666666664,1.0,0.0544863378546107,-733.8333333333335,14.666666666666664,13.333333333333336,365243.0,-1051.0,-681.0,121004.66666666669,121169.66666666669,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,6.107843137254903,-897.764705882353,-907.4849970291148,17836.022794117645,16827.85955882353,1.2,0.06,0.05,-0.085014962019489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
11973,107900,Cash loans,N,N,0,315000.0,521280.0,27292.5,450000.0,0.072508,13222,-1246.0,-7350.0,-4337,,0,1.0,1,13,0,0.7852472524059084,0.7447817918188477,0.1595195404777181,0.6258,0.2725,0.9851,0.8028,0.2043,0.4138,0.5417,,0.5077,0.5821,0.0263,0.6376,0.9851,0.8105,0.2062,0.4138,0.5417,,0.5546,0.6065,0.0117,0.0278,0.6318,0.9851,0.2056,0.4138,,0.5926,0.0268,0.4781,0.0,0.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1.0,-78.0,290.0,,,0.0,502650.0,439200.0,,0.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6548571428571428,0.0866428571428571,0.0523566988950276,-0.0942368779307215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,F
11979,110497,Revolving loans,N,N,0,135000.0,135000.0,6750.0,135000.0,0.010006,9438,-597.0,-6795.0,-1666,,0,1.0,2,13,0,,0.2749382281368317,0.1852020815902493,0.0361,,0.9821,0.7552,0.0068,0.069,0.0417,0.0515,0.0294,0.0103,0.0,0.0368,0.9821,0.7648,0.0068,0.069,0.0417,0.0526,0.0321,0.0108,0.0,0.0,0.0364,0.9821,0.0068,0.069,0.0524,0.0105,0.0,0.016,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,3.0,3.0,-237.0,250.0,-226.0,1540.455,0.0,124890.0,98215.56,0.0,0.0,-90.33333333333331,,,3.0,7313.295000000001,65340.0,69864.0,0.0,65340.0,10.666666666666666,1.0,0.0,-755.3333333333335,573.0,13.333333333333336,365243.0,-720.3333333333335,-350.33333333333326,-440.33333333333326,-434.66666666666674,0.0,,,,,,,,,,,,,,,,,,,1.3611111111111107,5.595238095238094,-582.4761904761905,-588.6031746031746,15185.95125,14281.34410714286,1.0,0.05,0.05,-0.0632549268912905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,F
11981,106148,Cash loans,Y,Y,0,157500.0,1113840.0,47322.0,900000.0,0.030755,17710,-4497.0,-7234.0,-1256,5.0,0,2.0,2,10,0,0.886364970989267,0.7833166157993752,0.7352209993926424,0.2299,0.1165,0.9896,0.8572,0.0323,0.2069,0.3333,0.0878,0.1874,0.2279,0.0,0.2342,0.9896,0.8628,0.0326,0.2069,0.3333,0.0898,0.2048,0.2375,0.0,0.0,0.2321,0.9896,0.0325,0.2069,0.0893,0.232,0.0,0.1969,4.0,0.0,4.0,0.0,-3036.0,1,0.0,0.0,0.0,2.0,4.0,-1421.75,-1196.25,-1007.75,,0.0,64920.375,0.0,,0.0,-1004.5,0.0,-23.0,2.0,7360.4475,95467.5,88170.75,14593.5,95467.5,13.5,1.0,0.1089090909090909,-301.0,185.0,6.0,365243.0,182486.0,182651.0,365243.0,365243.0,0.0,-6.0,0.0,125000.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,5.0,-151.0,-163.11111111111111,12470.895000000002,12470.895000000002,7.072,0.3004571428571429,0.0424854557207498,-0.2539243365330322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
12058,107121,Cash loans,N,Y,0,225000.0,724981.5,30847.5,648000.0,0.04622,14093,-518.0,-7907.0,-4381,,0,2.0,1,13,0,,0.6987613586993436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1609.0,1,0.0,0.0,0.0,9.0,3.0,-2568.333333333333,-1761.666666666667,-2074.0,0.0,0.0,233278.5,0.0,0.0,0.0,-1112.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22214,0.1371,0.0425493616043995,-0.0367558362307528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,F
12062,106100,Cash loans,N,Y,0,72000.0,113760.0,6480.0,90000.0,0.015221,16068,,-2402.0,-5482,,0,2.0,2,12,0,,0.2622583692422573,0.6785676886853644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2565.0,1,0.0,0.0,0.0,1.0,4.0,-1496.0,-619.3333333333334,-1373.0,0.0,0.0,186462.0,51676.5,38700.0,0.0,-756.25,,,3.0,4908.794999999999,32953.5,57279.0,4540.5,49430.25,10.0,1.0,0.1523066843066843,-1302.3333333333333,17.666666666666668,9.666666666666666,365243.0,120697.0,120967.0,242688.33333333328,242689.0,0.6666666666666666,-11.5,0.0,67500.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.125,7.673076923076922,-1375.8076923076926,-1389.0384615384617,6475.494375,6105.857451923077,1.58,0.09,0.0569620253164557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
12100,107578,Cash loans,N,N,1,216000.0,916470.0,26928.0,765000.0,0.04622,14162,-277.0,-6369.0,-4670,,0,2.0,1,12,0,,0.3800838946481656,0.1575949986663102,0.1649,0.2129,0.9906,0.8708,0.2527,0.2759,0.1667,0.165,0.1345,0.1036,0.2606,0.1681,0.9906,0.8759,0.255,0.2759,0.1667,0.1688,0.1469,0.108,0.0,0.2759,0.1665,0.9906,0.2543,0.2759,0.1679,0.1055,0.2661,0.1382,4.0,0.0,4.0,0.0,-1816.0,1,0.0,1.0,0.0,0.0,7.0,-971.7142857142856,-618.1428571428571,-944.8,1995.62625,0.0,204106.53857142857,62016.42857142857,0.0,0.0,-646.4285714285714,,,15.0,26864.91,237994.8,238703.1,9242.1,237994.8,13.8,1.0,0.0420988880848086,-1188.8666666666666,231.6,14.4,365243.0,-1135.375,-715.375,-865.375,-857.875,0.125,,,,,,,,,,,,,,,,,,,1.0137648809523812,5.588442807192807,-997.7217157842156,-1003.4250197718948,30104.09291501468,27031.138717727583,4.242916666666667,0.1246666666666666,0.0293823038397328,-0.0195593842677587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Widow,F
12115,100964,Cash loans,N,Y,0,112500.0,327024.0,16033.5,270000.0,0.022625,12956,-63.0,-7051.0,-1774,,0,2.0,2,16,0,0.5913516638630545,0.6426009623332083,,0.1148,,0.9831,,,0.1607,0.2221,,,0.1182,,0.0315,0.9826,,,0.2069,0.1667,,,0.031,,,0.0926,0.9826,,0.2069,,0.0867,,0.2149,0.0,0.0,0.0,0.0,-847.0,1,0.0,0.0,0.0,3.0,1.0,-1166.0,-897.0,-897.0,0.0,0.0,59224.5,,,0.0,-891.0,,,9.0,14592.942,115000.0,133315.0,,207000.0,14.444444444444445,1.0,,-381.33333333333326,-1.0,20.4,365243.0,121309.0,121709.0,121639.0,121641.66666666669,0.6666666666666666,-10.0,0.0,450000.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,3.256993006993007,8.865384615384615,-422.0384615384616,-422.7972027972028,15994.940113636363,17376.371748251746,2.90688,0.14252,0.0490285116688683,-0.0048626119172584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
12130,109576,Cash loans,N,Y,0,90000.0,333000.0,22383.0,333000.0,0.010032,16716,-92.0,-5030.0,-255,,0,2.0,2,11,0,,0.3888033008388576,0.5797274227921155,0.0186,0.0,0.9513,0.3336,0.0019,0.0345,0.0833,,0.0151,0.014,0.0,0.0189,0.9513,0.3597,0.0019,0.0345,0.0833,,0.0165,0.0146,,0.0,0.0187,0.9513,0.0019,0.0345,,0.0142,0.0,0.012,0.0,0.0,0.0,0.0,-1024.0,1,0.0,1.0,0.0,1.0,2.0,-677.5,-128.5,-420.0,4387.5,0.0,169723.71,41832.0,0.0,0.0,-216.5,34200.0,-13.0,3.0,26442.825,232500.0,245743.5,,232500.0,6.0,1.0,,-777.3333333333335,-1.0,4.0,243306.66666666663,-711.3333333333335,121308.33333333331,121308.33333333331,121313.33333333331,0.6666666666666666,-12.0,264581.43,426000.0,36375.0,31178.571428571428,0.0,0.0,10805.147142857142,29752.941176470587,23233.18071428572,251346.48642857143,262243.2878571429,0.8333333333333334,0.7142857142857143,0.0,6.476190476190476,0.0,0.0,0.6666666666666666,8.176470588235295,-584.8333333333334,-587.6372549019608,23946.45588235294,23946.45588235294,3.7,0.2487,0.0672162162162162,-0.0055037090212969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
12167,108273,Cash loans,Y,Y,2,90000.0,450000.0,19066.5,450000.0,0.035792,17362,-2447.0,-3087.0,-920,4.0,1,4.0,2,13,0,0.3982000164001875,0.6732273902127568,0.8347841592331774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2517.0,1,0.0,0.0,1.0,0.0,3.0,-1667.666666666667,-1382.333333333333,-1433.666666666667,0.0,0.0,54628.5,0.0,0.0,0.0,-1432.333333333333,0.0,-27.0,3.0,4302.69,42519.54,42657.0,2535.54,42519.54,13.666666666666664,1.0,0.1162796691805433,-2277.333333333333,101.33333333333331,10.666666666666666,365243.0,-2238.333333333333,-1948.333333333333,-2008.333333333333,-1773.0,0.0,,,,,,,,,,,,,,,,,,,1.0888888888888888,4.658585858585858,-2128.575757575757,-2125.519191919192,5279.912272727273,4489.196272727273,5.0,0.21185,0.04237,-0.1409399838728257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
12223,105804,Revolving loans,N,Y,0,112500.0,247500.0,12375.0,247500.0,0.031329,22253,-1583.0,-12078.0,-4791,,0,1.0,2,12,0,0.7233977950874254,0.6937483297811796,0.7886807751817684,0.117,0.1178,0.9762,0.6736,0.0341,0.2759,0.1667,0.3841,0.0933,0.0946,0.0169,0.0494,0.9762,0.6864,0.0344,0.1379,0.1667,0.3929,0.0413,0.0358,0.0078,0.0032,0.1181,0.9762,0.0343,0.2759,0.3908,0.0963,0.0172,0.0409,5.0,0.0,5.0,0.0,-441.0,0,0.0,0.0,0.0,4.0,1.0,-1628.0,-1264.0,-1083.0,,0.0,72418.5,,,0.0,-1080.0,,,2.0,17001.0,225000.0,225000.0,0.0,450000.0,17.5,1.0,0.0,-310.5,59.5,36.0,365243.0,-406.0,644.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,1.625,8.125,-192.25,-212.4375,18836.71875,25148.53125,2.2,0.11,0.05,-0.0711364759807666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Widow,F
12272,100515,Cash loans,N,Y,0,157500.0,1032093.0,43857.0,922500.0,0.031329,17668,-900.0,-1890.0,-1200,,0,2.0,2,17,0,,0.5874918332121367,0.6397075677637197,0.0722,0.0623,0.9906,0.8708,0.0156,0.069,0.3333,0.0966,0.0588,0.0767,0.0,0.0735,0.9906,0.8759,0.0157,0.069,0.3333,0.0988,0.0643,0.0799,0.0,0.0,0.0729,0.9906,0.0157,0.069,0.0983,0.0781,0.0,0.0688,0.0,0.0,0.0,0.0,-1059.0,1,0.0,0.0,0.0,3.0,9.0,-1133.5555555555557,1723.571428571429,-742.6666666666665,,0.0,1130295.5,541648.6875,0.0,0.0,-487.66666666666674,0.0,-22.61111111111111,4.0,34633.71,688488.75,769630.5,14395.5,688488.75,9.75,1.0,0.1000000521866193,-1143.25,8.75,30.0,365243.0,-1285.0,-475.0,-1005.0,-998.3333333333336,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.071969696969697,5.666666666666668,-1145.0,-1151.4848484848485,98048.50017045451,98048.50017045451,6.5529714285714284,0.2784571428571428,0.0424932636884466,-0.0509395517319447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
12304,100925,Cash loans,N,N,0,99000.0,1288350.0,37669.5,1125000.0,0.015221,11726,-1643.0,-2172.0,-4052,,0,2.0,2,15,0,0.2623317027816495,0.5984061624984469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2099.0,1,0.0,0.0,2.0,1.0,1.0,-1600.0,-1416.0,-1416.0,0.0,0.0,53991.0,0.0,0.0,0.0,-1412.0,,,4.0,14089.500000000002,125030.25,116353.125,10125.0,125030.25,15.25,1.0,0.1082411701317628,-1339.25,1335.75,10.5,365243.0,-1346.0,-1016.0,-1096.0,-1092.0,0.0,,,,,,,,,,,,,,,,,,,1.0833333333333333,5.372549019607844,-1214.8235294117646,-1225.109477124183,14615.041176470588,13429.23823529412,13.013636363636364,0.3805,0.0292385609500523,-0.1401159815793962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
12434,111129,Cash loans,N,N,0,135000.0,545040.0,25407.0,450000.0,0.014464,10220,-1224.0,-3250.0,-2752,,0,1.0,2,7,1,0.3774170491718688,0.4411029045455352,0.4241303111942548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1175.0,1,0.0,0.0,0.0,0.0,3.0,-689.3333333333335,768.5,,3563.7900000000004,0.0,60000.0,28096.5,1903.5,0.0,-340.0,,,3.0,12068.339999999998,130390.5,132993.0,5755.5,130390.5,9.0,1.0,0.104772265718486,-909.0,23.0,6.0,365243.0,-958.5,-718.5,-718.5,-714.5,0.0,,,,,,,,,,,,,,,,,,,1.0,5.1071428571428585,-835.2857142857142,-841.547619047619,14725.368214285712,13287.515357142856,4.037333333333334,0.1882,0.046614927344782,-0.1197651663405088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Single / not married,F
12472,106267,Revolving loans,N,Y,0,90000.0,202500.0,10125.0,202500.0,0.020246,19870,-5649.0,-5039.0,-3405,,1,1.0,3,6,0,,0.0353480547868925,0.622922000268356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,1,0.0,0.0,0.0,0.0,18.0,-1451.0,-972.3333333333336,-1091.142857142857,0.0,0.0,186941.5,77084.0,0.0,0.0,-931.3888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.1125,0.05,-0.2842979365878208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,F
12513,109738,Cash loans,N,N,0,225000.0,592560.0,31153.5,450000.0,0.018634,10545,-1403.0,-5371.0,-3185,,0,2.0,2,18,1,0.2696227186117936,0.6860763696822458,0.7047064232963289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,-1247.0,1,0.0,0.0,0.0,1.0,4.0,-1701.25,-559.75,-1341.0,33237.0,0.0,360226.125,37680.75,0.0,0.0,-572.5,,,6.0,7979.8319999999985,70890.0,82886.25,1524.6,70890.0,15.666666666666664,1.0,0.0556954268477241,-1041.3333333333333,571.1666666666666,12.4,365243.0,-808.0,-358.0,121317.0,121320.0,0.0,,,,,,,,,,,,,,,,,,,1.0,7.270833333333332,-619.875,-638.9631944444445,9959.69640625,9264.91515625,2.6336,0.13846,0.0525744228432563,-0.1330488383119962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Married,M
12526,109761,Cash loans,N,N,0,121500.0,536917.5,16407.0,463500.0,0.025164,21393,,-5942.0,-4732,,0,1.0,2,10,0,,0.7253785276705159,0.7688075728291359,0.1237,0.1227,0.9821,0.7552,0.1848,0.2759,0.1667,0.1578,0.1009,0.1284,0.0,0.1261,0.9821,0.7648,0.1864,0.2759,0.1667,0.1614,0.1102,0.1338,0.0,0.0,0.1249,0.9821,0.1859,0.2759,0.1605,0.1307,0.0,0.101,0.0,0.0,0.0,0.0,-2.0,0,0.0,0.0,0.0,0.0,3.0,-2533.6666666666665,-2188.6666666666665,-2291.0,0.0,0.0,81208.5,0.0,0.0,0.0,-1287.6666666666667,0.0,-42.833333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.419074074074074,0.135037037037037,0.0305577672547458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Widow,F
12545,100584,Cash loans,N,N,0,139500.0,269550.0,10264.5,225000.0,0.005313,19092,-2197.0,-7296.0,-2596,,0,1.0,2,17,0,,0.2667977313933869,0.3409064264152384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-6.0,1,0.0,0.0,0.0,0.0,14.0,-1910.928571428572,-956.3571428571428,-1511.3636363636365,11965.14,0.0,192249.28928571424,69789.53571428571,0.0,0.0,-1125.2857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9322580645161287,0.0735806451612903,0.0380801335559265,-0.1150743767022836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,F
